"name"	"taxRank"	"taxID"	"Mean"	"barcode01.cladeReads"	"barcode02.cladeReads"	"barcode03.cladeReads"	"barcode04.cladeReads"	"barcode05.cladeReads"	"barcode06.cladeReads"	"barcode07.cladeReads"	"barcode08.cladeReads"	"barcode09.cladeReads"	"barcode10.cladeReads"	"barcode11.cladeReads"	"barcode12.cladeReads"	"barcode13.cladeReads"	"Mean.1"	"barcode01.taxonReads"	"barcode02.taxonReads"	"barcode03.taxonReads"	"barcode04.taxonReads"	"barcode05.taxonReads"	"barcode06.taxonReads"	"barcode07.taxonReads"	"barcode08.taxonReads"	"barcode09.taxonReads"	"barcode10.taxonReads"	"barcode11.taxonReads"	"barcode12.taxonReads"	"barcode13.taxonReads"	"Mean.2"	"barcode01.cladeReads.."	"barcode02.cladeReads.."	"barcode03.cladeReads.."	"barcode04.cladeReads.."	"barcode05.cladeReads.."	"barcode06.cladeReads.."	"barcode07.cladeReads.."	"barcode08.cladeReads.."	"barcode09.cladeReads.."	"barcode10.cladeReads.."	"barcode11.cladeReads.."	"barcode12.cladeReads.."	"barcode13.cladeReads.."	"Mean.3"	"barcode01.taxonReads.."	"barcode02.taxonReads.."	"barcode03.taxonReads.."	"barcode04.taxonReads.."	"barcode05.taxonReads.."	"barcode06.taxonReads.."	"barcode07.taxonReads.."	"barcode08.taxonReads.."	"barcode09.taxonReads.."	"barcode10.taxonReads.."	"barcode11.taxonReads.."	"barcode12.taxonReads.."	"barcode13.taxonReads.."	"lineage"
"Sulfurovum lithotrophicum"	"S"	206403	1.0769	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0769	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9585e-05	NA	0.0009046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.9585e-05	NA	0.0009046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurovaceae>Sulfurovum"
"Nitratiruptor sp. YY09-18"	"S"	2724901	1.8462	NA	11	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8462	NA	11	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015229	NA	0.0007108	0.001269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015229	NA	0.0007108	0.001269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Nautiliales>Nitratiruptoraceae>Nitratiruptor>unclassified&nbsp;Nitratiruptor"
"Lawsonia intracellularis"	"S"	29546	6.5385	NA	28	23	22	12	NA	NA	NA	NA	NA	NA	NA	NA	6.5385	NA	28	23	22	12	NA	NA	NA	NA	NA	NA	NA	NA	0.00050006	NA	0.001809	0.002245	0.001617	0.0008298	NA	NA	NA	NA	NA	NA	NA	NA	0.00050006	NA	0.001809	0.002245	0.001617	0.0008298	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Lawsonia"
"Desulfobaculum bizertense"	"S"	376490	5.3846	NA	19	15	20	NA	NA	NA	16	NA	NA	NA	NA	NA	5.3846	NA	19	15	20	NA	NA	NA	16	NA	NA	NA	NA	NA	0.00037948	NA	0.001228	0.001464	0.00147	NA	NA	NA	0.0007713	NA	NA	NA	NA	NA	0.00037948	NA	0.001228	0.001464	0.00147	NA	NA	NA	0.0007713	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Desulfobaculum"
"Citrifermentans bremense"	"S"	60035	7.3846	NA	16	NA	15	15	16	16	18	NA	NA	NA	NA	NA	7.3846	NA	16	NA	15	15	16	16	18	NA	NA	NA	NA	NA	0.00043121	NA	0.001034	NA	0.001102	0.001037	0.0007248	0.0008402	0.0008677	NA	NA	NA	NA	NA	0.00043121	NA	0.001034	NA	0.001102	0.001037	0.0007248	0.0008402	0.0008677	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Geobacterales>Geobacteraceae>Citrifermentans"
"Desulfuromonas sp. AOP6"	"S"	1566351	6.4615	NA	10	NA	11	NA	14	16	12	10	11	NA	NA	NA	6.4615	NA	10	NA	11	NA	14	16	12	10	11	NA	NA	NA	0.00038056	NA	0.0006462	NA	0.0008085	NA	0.0006342	0.0008402	0.0005785	0.0007459	0.0006938	NA	NA	NA	0.00038056	NA	0.0006462	NA	0.0008085	NA	0.0006342	0.0008402	0.0005785	0.0007459	0.0006938	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas>unclassified&nbsp;Desulfuromonas"
"Geoalkalibacter subterraneus"	"S"	483547	12.846	NA	25	11	16	13	23	13	19	10	13	NA	24	NA	12.846	NA	25	11	16	13	23	13	19	10	13	NA	24	NA	0.00083057	NA	0.001615	0.001074	0.001176	0.000899	0.001042	0.0006826	0.0009159	0.0007459	0.00082	NA	0.001827	NA	0.00083057	NA	0.001615	0.001074	0.001176	0.000899	0.001042	0.0006826	0.0009159	0.0007459	0.00082	NA	0.001827	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Desulfuromonadales>Geoalkalibacteraceae>Geoalkalibacter"
"Syntrophotalea acetylenica"	"S"	29542	9.1538	NA	14	NA	15	18	NA	10	12	11	10	17	12	NA	9.1538	NA	14	NA	15	18	NA	10	12	11	10	17	12	NA	0.00059823	NA	0.0009046	NA	0.001102	0.001245	NA	0.0005251	0.0005785	0.0008205	0.0006307	0.001057	0.0009136	NA	0.00059823	NA	0.0009046	NA	0.001102	0.001245	NA	0.0005251	0.0005785	0.0008205	0.0006307	0.001057	0.0009136	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfuromonadia>Desulfuromonadales>Syntrophotaleaceae>Syntrophotalea"
"Desulfurivibrio alkaliphilus"	"S"	427923	6.5385	NA	16	NA	11	10	13	12	13	10	NA	NA	NA	NA	6.5385	NA	16	NA	11	10	13	12	13	10	NA	NA	NA	NA	0.00039428	NA	0.001034	NA	0.0008085	0.0006915	0.0005889	0.0006301	0.0006267	0.0007459	NA	NA	NA	NA	0.00039428	NA	0.001034	NA	0.0008085	0.0006915	0.0005889	0.0006301	0.0006267	0.0007459	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobulbia>Desulfobulbales>Desulfobulbaceae>Desulfurivibrio"
"Desulfosediminicola flagellatus"	"S"	2569541	8.8462	NA	12	12	NA	17	NA	15	15	16	NA	13	15	NA	8.8462	NA	12	12	NA	17	NA	15	15	16	NA	13	15	NA	0.00059818	NA	0.0007754	0.001171	NA	0.001176	NA	0.0007877	0.0007231	0.001193	NA	0.0008082	0.001142	NA	0.00059818	NA	0.0007754	0.001171	NA	0.001176	NA	0.0007877	0.0007231	0.001193	NA	0.0008082	0.001142	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobulbia>Desulfobulbales>Desulfocapsaceae>Desulfosediminicola"
"Desulfobacter hydrogenophilus"	"S"	2291	3.3077	NA	15	NA	NA	NA	NA	NA	12	NA	NA	16	NA	NA	3.3077	NA	15	NA	NA	NA	NA	NA	12	NA	NA	16	NA	NA	0.00019557	NA	0.0009692	NA	NA	NA	NA	NA	0.0005785	NA	NA	0.0009947	NA	NA	0.00019557	NA	0.0009692	NA	NA	NA	NA	NA	0.0005785	NA	NA	0.0009947	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacter"
"Desulfosudis oleivorans"	"S"	181663	9.1538	NA	16	10	11	16	13	NA	14	NA	12	10	17	NA	9.1538	NA	16	10	11	16	13	NA	14	NA	12	10	17	NA	0.00060469	NA	0.001034	0.0009761	0.0008085	0.001106	0.0005889	NA	0.0006749	NA	0.0007569	0.0006217	0.001294	NA	0.00060469	NA	0.001034	0.0009761	0.0008085	0.001106	0.0005889	NA	0.0006749	NA	0.0007569	0.0006217	0.001294	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobacteria>Desulfobacterales>Desulfosudaceae>Desulfosudis"
"Desulfobacca acetoxidans"	"S"	60893	6.3077	NA	18	14	15	NA	15	10	NA	NA	NA	NA	10	NA	6.3077	NA	18	14	15	NA	15	10	NA	NA	NA	NA	10	NA	0.00043061	NA	0.001163	0.001367	0.001102	NA	0.0006795	0.0005251	NA	NA	NA	NA	0.0007613	NA	0.00043061	NA	0.001163	0.001367	0.001102	NA	0.0006795	0.0005251	NA	NA	NA	NA	0.0007613	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobaccia>Desulfobaccales>Desulfobaccaceae>Desulfobacca"
"Thermosulfuriphilus ammonigenes"	"S"	1936021	1.8462	NA	14	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8462	NA	14	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00012612	NA	0.0009046	NA	0.000735	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00012612	NA	0.0009046	NA	0.000735	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae>Thermosulfuriphilus"
"Candidatus Desulfofervidus auxilii"	"S"	1621989	6	NA	10	NA	16	NA	12	NA	10	16	NA	14	NA	NA	6	NA	10	NA	16	NA	12	NA	10	16	NA	14	NA	NA	0.00037778	NA	0.0006462	NA	0.001176	NA	0.0005436	NA	0.0004821	0.001193	NA	0.0008703	NA	NA	0.00037778	NA	0.0006462	NA	0.001176	NA	0.0005436	NA	0.0004821	0.001193	NA	0.0008703	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Candidatus&nbsp;Desulfofervidia>Candidatus&nbsp;Desulfofervidales>Candidatus&nbsp;Desulfofervidaceae>Candidatus&nbsp;Desulfofervidus"
"Coraliomargarita algicola"	"S"	3092156	2.0769	NA	17	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	2.0769	NA	17	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.00014184	NA	0.001098	NA	NA	NA	NA	NA	NA	0.0007459	NA	NA	NA	NA	0.00014184	NA	0.001098	NA	NA	NA	NA	NA	NA	0.0007459	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Verrucomicrobiota>Opitutia>Puniceicoccales>Coraliomargaritaceae>Coraliomargarita"
"Gimesia maris"	"S"	122	14.154	NA	15	15	24	NA	36	24	34	NA	15	21	NA	NA	14.154	NA	15	15	24	NA	36	24	34	NA	15	21	NA	NA	0.00084448	NA	0.0009692	0.001464	0.001764	NA	0.001631	0.00126	0.001639	NA	0.0009461	0.001305	NA	NA	0.00084448	NA	0.0009692	0.001464	0.001764	NA	0.001631	0.00126	0.001639	NA	0.0009461	0.001305	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Planctomycetales>Planctomycetaceae>Gimesia"
"Rubinisphaera brasiliensis"	"S"	119	11.538	NA	24	17	17	23	11	12	14	NA	12	10	10	NA	11.538	NA	24	17	17	23	11	12	14	NA	12	10	10	NA	0.00076871	NA	0.001551	0.001659	0.001249	0.001591	0.0004983	0.0006301	0.0006749	NA	0.0007569	0.0006217	0.0007613	NA	0.00076871	NA	0.001551	0.001659	0.001249	0.001591	0.0004983	0.0006301	0.0006749	NA	0.0007569	0.0006217	0.0007613	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Planctomycetales>Planctomycetaceae>Rubinisphaera"
"Fuerstiella marisgermanici"	"S"	1891926	1.1538	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1538	NA	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4554e-05	NA	0.0009692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4554e-05	NA	0.0009692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Planctomycetales>Planctomycetaceae>Fuerstiella"
"Rosistilla ulvae"	"S"	1930277	2.2308	NA	16	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2308	NA	16	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015304	NA	0.001034	NA	0.0009555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00015304	NA	0.001034	NA	0.0009555	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae>Rosistilla"
"Bremerella sp. TYQ1"	"S"	3119568	2.5385	NA	12	NA	10	11	NA	NA	NA	NA	NA	NA	NA	NA	2.5385	NA	12	NA	10	11	NA	NA	NA	NA	NA	NA	NA	NA	0.0001747	NA	0.0007754	NA	0.000735	0.0007607	NA	NA	NA	NA	NA	NA	NA	NA	0.0001747	NA	0.0007754	NA	0.000735	0.0007607	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae>Bremerella>unclassified&nbsp;Bremerella"
"Pirellula staleyi"	"S"	125	0.84615	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84615	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4677e-05	NA	0.0007108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4677e-05	NA	0.0007108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae>Pirellula"
"Mariniblastus fucicola"	"S"	980251	2.4615	NA	12	NA	10	NA	NA	NA	NA	NA	NA	10	NA	NA	2.4615	NA	12	NA	10	NA	NA	NA	NA	NA	NA	10	NA	NA	0.00016401	NA	0.0007754	NA	0.000735	NA	NA	NA	NA	NA	NA	0.0006217	NA	NA	0.00016401	NA	0.0007754	NA	0.000735	NA	NA	NA	NA	NA	NA	0.0006217	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae>Mariniblastus"
"Anatilimnocola aggregata"	"S"	2528021	4.7692	NA	11	NA	NA	NA	16	12	11	NA	NA	12	NA	NA	4.7692	NA	11	NA	NA	NA	16	12	11	NA	NA	12	NA	NA	0.00025708	NA	0.0007108	NA	NA	NA	0.0007248	0.0006301	0.0005303	NA	NA	0.000746	NA	NA	0.00025708	NA	0.0007108	NA	NA	NA	0.0007248	0.0006301	0.0005303	NA	NA	0.000746	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae>Anatilimnocola"
"Tuwongella immobilis"	"S"	692036	4.6154	NA	13	NA	10	NA	14	NA	NA	12	NA	11	NA	NA	4.6154	NA	13	NA	10	NA	14	NA	NA	12	NA	11	NA	NA	0.00029139	NA	0.00084	NA	0.000735	NA	0.0006342	NA	NA	0.0008951	NA	0.0006838	NA	NA	0.00029139	NA	0.00084	NA	0.000735	NA	0.0006342	NA	NA	0.0008951	NA	0.0006838	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Planctomycetia>Gemmatales>Gemmataceae>Tuwongella"
"Limihaloglobus sulfuriphilus"	"S"	1851148	3.6154	NA	13	NA	NA	12	10	NA	NA	NA	NA	12	NA	NA	3.6154	NA	13	NA	NA	12	10	NA	NA	NA	NA	12	NA	NA	0.00022068	NA	0.00084	NA	NA	0.0008298	0.000453	NA	NA	NA	NA	0.000746	NA	NA	0.00022068	NA	0.00084	NA	NA	0.0008298	0.000453	NA	NA	NA	NA	0.000746	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetota>Phycisphaerae>Sedimentisphaerales>Sedimentisphaeraceae>Limihaloglobus"
"Fusobacterium canifelinum"	"S"	285729	42.308	NA	103	43	87	46	60	64	NA	74	73	NA	NA	NA	42.308	NA	103	43	87	46	60	64	NA	74	73	NA	NA	NA	0.0028177	NA	0.006656	0.004197	0.006394	0.003181	0.002718	0.003361	NA	0.005519	0.004604	NA	NA	NA	0.0028177	NA	0.006656	0.004197	0.006394	0.003181	0.002718	0.003361	NA	0.005519	0.004604	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriota>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Leptotrichia sp. oral taxon 847"	"S"	1785996	4.8462	NA	12	12	12	NA	10	NA	17	NA	NA	NA	NA	NA	4.8462	NA	12	12	12	NA	10	NA	17	NA	NA	NA	NA	NA	0.00031545	NA	0.0007754	0.001171	0.000882	NA	0.000453	NA	0.0008195	NA	NA	NA	NA	NA	0.00031545	NA	0.0007754	0.001171	0.000882	NA	0.000453	NA	0.0008195	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia>unclassified&nbsp;Leptotrichia"
"Pseudoleptotrichia goodfellowii"	"S"	157692	7.6923	NA	15	NA	NA	11	12	20	28	NA	14	NA	NA	NA	7.6923	NA	15	NA	NA	11	12	20	28	NA	14	NA	NA	NA	0.00042742	NA	0.0009692	NA	NA	0.0007607	0.0005436	0.00105	0.00135	NA	0.000883	NA	NA	NA	0.00042742	NA	0.0009692	NA	NA	0.0007607	0.0005436	0.00105	0.00135	NA	0.000883	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Pseudoleptotrichia"
"Vulgatibacter incomptus"	"S"	1391653	3.6154	NA	11	NA	NA	11	NA	NA	NA	NA	NA	11	14	NA	3.6154	NA	11	NA	NA	11	NA	NA	NA	NA	NA	11	14	NA	0.00024779	NA	0.0007108	NA	NA	0.0007607	NA	NA	NA	NA	NA	0.0006838	0.001066	NA	0.00024779	NA	0.0007108	NA	NA	0.0007607	NA	NA	NA	NA	NA	0.0006838	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Vulgatibacteraceae>Vulgatibacter"
"Treponema putidum"	"S"	221027	22.769	NA	51	39	52	NA	25	28	18	26	16	41	NA	NA	22.769	NA	51	39	52	NA	25	28	18	26	16	41	NA	NA	0.0015301	NA	0.003295	0.003807	0.003822	NA	0.001133	0.00147	0.0008677	0.001939	0.001009	0.002549	NA	NA	0.0015301	NA	0.003295	0.003807	0.003822	NA	0.001133	0.00147	0.0008677	0.001939	0.001009	0.002549	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae>Treponema"
"Treponema medium"	"S"	58231	6.3077	NA	15	NA	15	NA	13	13	12	NA	NA	14	NA	NA	6.3077	NA	15	NA	15	NA	13	13	12	NA	NA	14	NA	NA	0.00036858	NA	0.0009692	NA	0.001102	NA	0.0005889	0.0006826	0.0005785	NA	NA	0.0008703	NA	NA	0.00036858	NA	0.0009692	NA	0.001102	NA	0.0005889	0.0006826	0.0005785	NA	NA	0.0008703	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae>Treponema"
"Treponema pedis"	"S"	409322	16	NA	12	NA	13	13	24	35	28	29	16	23	15	NA	16	NA	12	NA	13	13	24	35	28	29	16	23	15	NA	0.00097299	NA	0.0007754	NA	0.0009555	0.000899	0.001087	0.001838	0.00135	0.002163	0.001009	0.00143	0.001142	NA	0.00097299	NA	0.0007754	NA	0.0009555	0.000899	0.001087	0.001838	0.00135	0.002163	0.001009	0.00143	0.001142	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae>Treponema"
"Spirochaeta africana"	"S"	46355	10.923	NA	11	10	NA	13	17	11	19	21	11	17	12	NA	10.923	NA	11	10	NA	13	17	11	19	21	11	17	12	NA	0.00069845	NA	0.0007108	0.0009761	NA	0.000899	0.0007701	0.0005776	0.0009159	0.001566	0.0006938	0.001057	0.0009136	NA	0.00069845	NA	0.0007108	0.0009761	NA	0.000899	0.0007701	0.0005776	0.0009159	0.001566	0.0006938	0.001057	0.0009136	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Oceanispirochaeta crateris"	"S"	2518645	5.8462	NA	17	11	16	NA	NA	NA	NA	10	10	12	NA	NA	5.8462	NA	17	11	16	NA	NA	NA	NA	10	10	12	NA	NA	0.00042082	NA	0.001098	0.001074	0.001176	NA	NA	NA	NA	0.0007459	0.0006307	0.000746	NA	NA	0.00042082	NA	0.001098	0.001074	0.001176	NA	NA	NA	NA	0.0007459	0.0006307	0.000746	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Spirochaetales>Spirochaetaceae>Oceanispirochaeta"
"Leptospira kobayashii"	"S"	1917830	5.3846	NA	13	NA	13	NA	12	NA	12	NA	20	NA	NA	NA	5.3846	NA	13	NA	13	NA	12	NA	12	NA	20	NA	NA	NA	0.00032143	NA	0.00084	NA	0.0009555	NA	0.0005436	NA	0.0005785	NA	0.001261	NA	NA	NA	0.00032143	NA	0.00084	NA	0.0009555	NA	0.0005436	NA	0.0005785	NA	0.001261	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetota>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Thermanaerovibrio velox"	"S"	108007	2.0769	NA	14	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0769	NA	14	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00014308	NA	0.0009046	NA	0.0009555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00014308	NA	0.0009046	NA	0.0009555	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistota>Synergistia>Synergistales>Synergistaceae>Thermanaerovibrio"
"Aminobacterium sp. MB27-C1"	"S"	3070661	5.6923	NA	13	NA	10	NA	18	12	NA	NA	10	NA	11	NA	5.6923	NA	13	NA	10	NA	18	12	NA	NA	10	NA	11	NA	0.00034528	NA	0.00084	NA	0.000735	NA	0.0008154	0.0006301	NA	NA	0.0006307	NA	0.0008374	NA	0.00034528	NA	0.00084	NA	0.000735	NA	0.0008154	0.0006301	NA	NA	0.0006307	NA	0.0008374	NA	"cellular&nbsp;organisms>Bacteria>Synergistota>Synergistia>Synergistales>Aminobacteriaceae>Aminobacterium>unclassified&nbsp;Aminobacterium"
"Chloracidobacterium aggregatum"	"S"	2851959	8.9231	NA	14	NA	16	11	21	11	15	NA	13	15	NA	NA	8.9231	NA	14	NA	16	11	21	11	15	NA	13	15	NA	NA	0.00052661	NA	0.0009046	NA	0.001176	0.0007607	0.0009514	0.0005776	0.0007231	NA	0.00082	0.0009325	NA	NA	0.00052661	NA	0.0009046	NA	0.001176	0.0007607	0.0009514	0.0005776	0.0007231	NA	0.00082	0.0009325	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteriota>Blastocatellia>Chloracidobacterium"
"Halobacteriovorax marinus"	"S"	97084	8	NA	11	NA	14	NA	NA	NA	11	20	25	12	11	NA	8	NA	11	NA	14	NA	NA	NA	11	20	25	12	11	NA	0.0005325	NA	0.0007108	NA	0.001029	NA	NA	NA	0.0005303	0.001492	0.001577	0.000746	0.0008374	NA	0.0005325	NA	0.0007108	NA	0.001029	NA	NA	NA	0.0005303	0.001492	0.001577	0.000746	0.0008374	NA	"cellular&nbsp;organisms>Bacteria>Bdellovibrionota>Bacteriovoracia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Silvanigrella aquatica"	"S"	1915309	6.1538	NA	11	NA	11	14	11	16	NA	NA	NA	17	NA	NA	6.1538	NA	11	NA	11	14	11	16	NA	NA	NA	17	NA	NA	0.00037561	NA	0.0007108	NA	0.0008085	0.0009681	0.0004983	0.0008402	NA	NA	NA	0.001057	NA	NA	0.00037561	NA	0.0007108	NA	0.0008085	0.0009681	0.0004983	0.0008402	NA	NA	NA	0.001057	NA	NA	"cellular&nbsp;organisms>Bacteria>Bdellovibrionota>Oligoflexia>Silvanigrellales>Silvanigrellaceae>Silvanigrella"
"Nitrospira sp. KM1"	"S"	1936990	4.6923	NA	24	19	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6923	NA	24	19	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00036377	NA	0.001551	0.001855	0.001323	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00036377	NA	0.001551	0.001855	0.001323	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Nitrospira>unclassified&nbsp;Nitrospira"
"Desulfurispirillum indicum"	"S"	936456	6.6923	NA	14	NA	NA	15	19	NA	14	NA	NA	10	15	NA	6.6923	NA	14	NA	NA	15	19	NA	14	NA	NA	10	15	NA	0.00040315	NA	0.0009046	NA	NA	0.001037	0.0008608	NA	0.0006749	NA	NA	0.0006217	0.001142	NA	0.00040315	NA	0.0009046	NA	NA	0.001037	0.0008608	NA	0.0006749	NA	NA	0.0006217	0.001142	NA	"cellular&nbsp;organisms>Bacteria>Chrysiogenota>Chrysiogenia>Chrysiogenales>Chrysiogenaceae>Desulfurispirillum"
"Methanobrevibacter sp. YE315"	"S"	1609968	8.1538	NA	10	NA	NA	11	23	NA	17	NA	12	21	12	NA	8.1538	NA	10	NA	NA	11	23	NA	17	NA	12	21	12	NA	0.0004803	NA	0.0006462	NA	NA	0.0007607	0.001042	NA	0.0008195	NA	0.0007569	0.001305	0.0009136	NA	0.0004803	NA	0.0006462	NA	NA	0.0007607	0.001042	NA	0.0008195	NA	0.0007569	0.001305	0.0009136	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter>unclassified&nbsp;Methanobrevibacter"
"Methanobrevibacter millerae"	"S"	230361	9.2308	NA	12	NA	NA	30	15	NA	15	12	18	NA	18	NA	9.2308	NA	12	NA	NA	30	15	NA	15	12	18	NA	18	NA	0.0005887	NA	0.0007754	NA	NA	0.002075	0.0006795	NA	0.0007231	0.0008951	0.001135	NA	0.00137	NA	0.0005887	NA	0.0007754	NA	NA	0.002075	0.0006795	NA	0.0007231	0.0008951	0.001135	NA	0.00137	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter"
