"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Mycolicibacter virginiensis"	"S"	1795032	132	NA	NA	NA	97	132	106	NA	0.001501	NA	NA	NA	0.001103	0.001501	0.001208	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacter"
"Mycolicibacter terrae"	"S"	1788	56	NA	NA	NA	43	56	47	NA	0.0006368	NA	NA	NA	0.0004891	0.0006368	0.0005358	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacter"
"Corynebacterium lactis"	"S"	1231000	79	NA	NA	NA	72	79	76	NA	0.0008984	NA	NA	NA	0.0008189	0.0008984	0.0008664	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium flavescens"	"S"	28028	73	NA	NA	NA	65	59	73	42	0.0009563	NA	NA	NA	0.0007393	0.000671	0.0008322	0.0009563	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium appendicis"	"S"	163202	90	NA	NA	NA	89	89	90	NA	0.001026	NA	NA	NA	0.001012	0.001012	0.001026	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium doosanense"	"S"	1121358	96	NA	NA	NA	96	NA	89	NA	0.001092	NA	NA	NA	0.001092	NA	0.001015	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium macginleyi"	"S"	38290	54	NA	NA	NA	54	44	NA	NA	0.0006142	NA	NA	NA	0.0006142	0.0005004	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium imitans"	"S"	156978	59	NA	NA	NA	59	57	NA	NA	0.0006711	NA	NA	NA	0.0006711	0.0006482	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium accolens"	"S"	38284	279	NA	NA	NA	261	258	279	NA	0.003181	NA	NA	NA	0.002969	0.002934	0.003181	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Rhodococcus sp. ABRD24"	"S"	2507582	90	NA	NA	NA	71	NA	90	NA	0.001026	NA	NA	NA	0.0008076	NA	0.001026	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae>Rhodococcus>unclassified&nbsp;Rhodococcus&nbsp;(in:&nbsp;high&nbsp;G+C&nbsp;Gram&#x2011;positive&nbsp;bacteria)"
"Skermania piniformis"	"S"	39122	33	NA	NA	NA	33	NA	NA	NA	0.0003753	NA	NA	NA	0.0003753	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Gordoniaceae>Skermania"
"Gleimia hominis"	"S"	595468	363	NA	NA	NA	296	326	363	NA	0.004138	NA	NA	NA	0.003367	0.003707	0.004138	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae>Gleimia"
"Streptomonospora nanhaiensis"	"S"	1323731	62	NA	NA	NA	53	62	54	NA	0.0007051	NA	NA	NA	0.0006028	0.0007051	0.0006156	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Streptosporangiales>Nocardiopsaceae>Streptomonospora"
"Nodularia spumigena"	"S"	70799	418	NA	NA	NA	418	416	382	NA	0.004754	NA	NA	NA	0.004754	0.004731	0.004355	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Aphanizomenonaceae>Nodularia"
"Nostoc piscinale"	"S"	224012	57	NA	NA	NA	57	NA	NA	NA	0.0006483	NA	NA	NA	0.0006483	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Nostocaceae>Nostoc"
"Synechococcus sp. PROS-7-1"	"S"	1442556	227	NA	NA	NA	208	219	227	NA	0.002588	NA	NA	NA	0.002366	0.00249	0.002588	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Synechococcus sp. A10-1-5-1"	"S"	2936507	51	NA	NA	NA	51	44	47	NA	0.0005801	NA	NA	NA	0.0005801	0.0005004	0.0005358	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Synechococcus sp. A15-28"	"S"	1050638	60	NA	NA	NA	60	49	52	NA	0.0006824	NA	NA	NA	0.0006824	0.0005572	0.0005928	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Synechococcus sp. NOUM97013"	"S"	1442555	46	NA	NA	NA	46	NA	NA	NA	0.0005232	NA	NA	NA	0.0005232	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Synechococcus sp. BMK-MC-1"	"S"	1442551	60	NA	NA	NA	47	60	52	NA	0.0006823	NA	NA	NA	0.0005346	0.0006823	0.0005928	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcaceae>Synechococcus>unclassified&nbsp;Synechococcus"
"Cyanobium usitatum"	"S"	2304190	35	NA	NA	NA	35	NA	NA	NA	0.0003981	NA	NA	NA	0.0003981	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Prochlorococcaceae>Cyanobium"
"Trichocoleus desertorum"	"S"	1481672	95	NA	NA	NA	80	95	91	NA	0.00108	NA	NA	NA	0.0009099	0.00108	0.001037	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Leptolyngbyales>Trichocoleusaceae>Trichocoleus"
"Spiroplasma endosymbiont of Aspidapion aeneum"	"S"	3066276	35	NA	NA	NA	35	NA	NA	NA	0.0003981	NA	NA	NA	0.0003981	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>unclassified&nbsp;Spiroplasma"
"Spiroplasma poulsonii"	"S"	2138	189	NA	NA	NA	189	157	170	NA	0.00215	NA	NA	NA	0.00215	0.001785	0.001938	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma tabanidicola"	"S"	324079	34	NA	NA	NA	34	NA	34	NA	0.0003876	NA	NA	NA	0.0003867	NA	0.0003876	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Mycoplasma amphoriforme"	"S"	273136	35	NA	NA	NA	35	NA	NA	NA	0.0003981	NA	NA	NA	0.0003981	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma bradburyae"	"S"	2963128	42	NA	NA	NA	40	NA	42	NA	0.0004788	NA	NA	NA	0.000455	NA	0.0004788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Candidatus Mycoplasma haematolamae"	"S"	141391	30	NA	NA	NA	30	NA	NA	NA	0.0003412	NA	NA	NA	0.0003412	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Metamycoplasma equirhinis"	"S"	92402	67	NA	NA	NA	67	60	51	NA	0.0007621	NA	NA	NA	0.0007621	0.0006823	0.0005814	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae>Metamycoplasma"
"Mycoplasmoides pneumoniae"	"S"	2104	65	NA	NA	NA	64	56	65	NA	0.000741	NA	NA	NA	0.0007279	0.0006368	0.000741	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mycoplasmoidales>Mycoplasmoidaceae>Mycoplasmoides"
"Mycoplasmoides gallisepticum"	"S"	2096	53	NA	NA	NA	44	53	NA	NA	0.0006027	NA	NA	NA	0.0005005	0.0006027	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Mycoplasmatota>Mycoplasmoidales>Mycoplasmoidaceae>Mycoplasmoides"
"Dehalococcoides sp. UCH007"	"S"	1522671	159	NA	NA	NA	159	139	138	NA	0.001808	NA	NA	NA	0.001808	0.001581	0.001573	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexota>Dehalococcoidia>Dehalococcoidales>Dehalococcoidaceae>Dehalococcoides>unclassified&nbsp;Dehalococcoides"
"Dokdonia sp. MED134"	"S"	313590	81	NA	NA	NA	81	75	59	NA	0.0009213	NA	NA	NA	0.0009213	0.0008529	0.0006726	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Dokdonia>unclassified&nbsp;Dokdonia"
"Gilvibacter sp. SZ-19"	"S"	754429	35	NA	NA	NA	35	NA	32	NA	0.0003981	NA	NA	NA	0.0003981	NA	0.0003648	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gilvibacter>unclassified&nbsp;Gilvibacter"
"Hymenobacter baengnokdamensis"	"S"	2615203	101	NA	NA	NA	74	101	76	NA	0.001149	NA	NA	NA	0.0008417	0.001149	0.0008664	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter radiodurans"	"S"	2496028	248	NA	NA	NA	248	NA	NA	NA	0.002821	NA	NA	NA	0.002821	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Flammeovirga yaeyamensis"	"S"	367791	75	NA	NA	NA	65	75	57	NA	0.0008529	NA	NA	NA	0.0007393	0.0008529	0.0006498	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"Cardinium endosymbiont of Oedothorax gibbosus"	"S"	931101	58	NA	NA	NA	58	45	47	NA	0.0006597	NA	NA	NA	0.0006597	0.0005117	0.0005358	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium>unclassified&nbsp;Candidatus&nbsp;Cardinium"
"Chitinophaga sp. LS1"	"S"	3051176	111	NA	NA	NA	73	NA	NA	111	0.002527	NA	NA	NA	0.0008303	NA	NA	0.002527	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga>unclassified&nbsp;Chitinophaga"
"Longitalea sp. SCSIO 12813"	"S"	3069118	50	NA	NA	NA	50	41	39	NA	0.0005687	NA	NA	NA	0.0005687	0.0004663	0.0004446	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Chitinophagia>Chitinophagales>Chitinophagaceae>Longitalea>unclassified&nbsp;Longitalea"
"Prosthecochloris sp. HL-130-GSB"	"S"	1974213	132	NA	NA	NA	126	132	111	NA	0.001501	NA	NA	NA	0.001433	0.001501	0.001265	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Chlorobiota>Chlorobiia>Chlorobiales>Chlorobiaceae>Prosthecochloris>unclassified&nbsp;Prosthecochloris"
"Acinetobacter sp. BHS4"	"S"	2836181	709	NA	NA	NA	49	51	53	709	0.01614	NA	NA	NA	0.0005573	0.00058	0.0006042	0.01614	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Moraxella catarrhalis"	"S"	480	49	NA	NA	NA	49	38	35	47	0.00107	NA	NA	NA	0.0005573	0.0004321	0.000399	0.00107	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Moraxella nasibovis"	"S"	2904120	35	NA	NA	NA	32	35	NA	NA	0.000398	NA	NA	NA	0.000364	0.000398	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Psychrobacter sp. WB2"	"S"	3043330	125	NA	NA	NA	100	92	125	102	0.002323	NA	NA	NA	0.001137	0.001046	0.001425	0.002323	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sp. DAB_AL43B"	"S"	1028416	72	NA	NA	NA	57	62	72	NA	0.0008208	NA	NA	NA	0.0006483	0.0007051	0.0008208	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter arcticus"	"S"	334543	132	NA	NA	NA	129	132	123	NA	0.001501	NA	NA	NA	0.001467	0.001501	0.001402	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter"
"Aquirhabdus parva"	"S"	2283318	96	NA	NA	NA	91	89	96	NA	0.001094	NA	NA	NA	0.001035	0.001012	0.001094	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Aquirhabdus"
"Enterobacter cloacae complex sp. ECL414"	"S"	2912628	126	NA	NA	NA	126	104	104	58	0.001433	NA	NA	NA	0.001433	0.001183	0.001186	0.001321	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>unclassified&nbsp;Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp. 18A13"	"S"	2565914	396	NA	NA	NA	336	345	396	111	0.004514	NA	NA	NA	0.003822	0.003923	0.004514	0.002527	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>unclassified&nbsp;Enterobacter"
"Enterobacter sp. SA187"	"S"	1914861	154	NA	NA	NA	154	140	140	63	0.001752	NA	NA	NA	0.001752	0.001592	0.001596	0.001435	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>unclassified&nbsp;Enterobacter"
"Enterobacter sp. JBIWA005"	"S"	2831891	661	NA	NA	NA	83	92	69	661	0.01505	NA	NA	NA	0.0009441	0.001046	0.0007866	0.01505	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>unclassified&nbsp;Enterobacter"
"Enterobacter quasiroggenkampii"	"S"	2497436	107	NA	NA	NA	93	107	103	NA	0.001217	NA	NA	NA	0.001058	0.001217	0.001174	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Citrobacter freundii complex sp. CFNIH3"	"S"	2077147	725	NA	NA	NA	725	597	478	NA	0.008246	NA	NA	NA	0.008246	0.006789	0.005449	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex>unclassified&nbsp;Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter sp. RHB35-C21"	"S"	2742626	226	NA	NA	NA	196	173	226	106	0.002576	NA	NA	NA	0.002229	0.001967	0.002576	0.002414	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>unclassified&nbsp;Citrobacter"
"Citrobacter sp. RHBSTW-00271"	"S"	2742642	329	NA	NA	NA	185	139	125	329	0.007491	NA	NA	NA	0.002104	0.001581	0.001425	0.007491	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>unclassified&nbsp;Citrobacter"
"Citrobacter sp. Y3"	"S"	2716879	221	NA	NA	NA	211	183	196	221	0.005032	NA	NA	NA	0.0024	0.002081	0.002234	0.005032	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>unclassified&nbsp;Citrobacter"
"Citrobacter sp. RHBSTW-00671"	"S"	2742660	101	NA	NA	NA	89	96	101	NA	0.001151	NA	NA	NA	0.001012	0.001092	0.001151	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>unclassified&nbsp;Citrobacter"
"Leclercia sp. Colony189"	"S"	2681309	588	NA	NA	NA	588	559	584	372	0.00847	NA	NA	NA	0.006688	0.006357	0.006658	0.00847	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Leclercia>unclassified&nbsp;Leclercia"
"Cronobacter sp. JZ38"	"S"	1906275	323	NA	NA	NA	300	323	304	43	0.003673	NA	NA	NA	0.003412	0.003673	0.003466	0.0009791	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>unclassified&nbsp;Cronobacter"
"secondary endosymbiont of Heteropsylla cubana"	"S"	134287	93	NA	NA	NA	93	82	82	NA	0.001058	NA	NA	NA	0.001058	0.0009325	0.0009348	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae&nbsp;incertae&nbsp;sedis>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"secondary endosymbiont of Ctenarytaina eucalypti"	"S"	1199245	82	NA	NA	NA	80	82	74	NA	0.0009325	NA	NA	NA	0.0009099	0.0009325	0.0008436	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae&nbsp;incertae&nbsp;sedis>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"Candidatus Hoaglandella endobia"	"S"	1778263	121	NA	NA	NA	121	121	119	NA	0.001376	NA	NA	NA	0.001376	0.001376	0.001357	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae&nbsp;incertae&nbsp;sedis>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>Candidatus&nbsp;Hoaglandella"
"Candidatus Mikella endobia"	"S"	1778264	74	NA	NA	NA	74	54	58	NA	0.0008417	NA	NA	NA	0.0008417	0.0006141	0.0006612	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae&nbsp;incertae&nbsp;sedis>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>Candidatus&nbsp;Mikella"
"Candidatus Annandia pinicola"	"S"	1345117	48	NA	NA	NA	48	35	39	NA	0.000546	NA	NA	NA	0.000546	0.000398	0.0004446	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae&nbsp;incertae&nbsp;sedis>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>Candidatus&nbsp;Annandia"
"Candidatus Riesia pediculicola"	"S"	401619	102	NA	NA	NA	82	102	97	NA	0.00116	NA	NA	NA	0.0009327	0.00116	0.001106	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Riesia"
"Candidatus Ishikawella capsulata"	"S"	168169	48	NA	NA	NA	35	48	40	NA	0.0005459	NA	NA	NA	0.0003981	0.0005459	0.000456	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Ishikawella"
"Candidatus Profftia tarda"	"S"	1177216	34	NA	NA	NA	30	34	NA	NA	0.0003866	NA	NA	NA	0.0003412	0.0003866	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Profftia"
"Serratia sp. FGI94"	"S"	671990	171	NA	NA	NA	171	145	169	NA	0.001945	NA	NA	NA	0.001945	0.001649	0.001927	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>unclassified&nbsp;Serratia&nbsp;(in:&nbsp;enterobacteria)"
"Serratia sp. JSRIV004"	"S"	2831895	397	NA	NA	NA	336	363	397	NA	0.004526	NA	NA	NA	0.003822	0.004128	0.004526	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>unclassified&nbsp;Serratia&nbsp;(in:&nbsp;enterobacteria)"
"Serratia sp. 1D1416"	"S"	2447890	132	NA	NA	NA	113	126	132	NA	0.001505	NA	NA	NA	0.001285	0.001433	0.001505	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>unclassified&nbsp;Serratia&nbsp;(in:&nbsp;enterobacteria)"
"Yersinia sp. SCPM-O-B-9106 (C-191)"	"S"	2992843	212	NA	NA	NA	212	201	157	NA	0.002411	NA	NA	NA	0.002411	0.002286	0.00179	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>unclassified&nbsp;Yersinia&nbsp;(in:&nbsp;enterobacteria)"
"Yersinia massiliensis"	"S"	419257	789	NA	NA	NA	789	737	653	NA	0.008974	NA	NA	NA	0.008974	0.008381	0.007444	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Pantoea sp. SO10"	"S"	2575375	251	NA	NA	NA	251	184	181	NA	0.002855	NA	NA	NA	0.002855	0.002092	0.002063	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>unclassified&nbsp;Pantoea"
"Pantoea sp. SM3640"	"S"	2787629	702	NA	NA	NA	543	702	635	NA	0.007983	NA	NA	NA	0.006176	0.007983	0.007239	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>unclassified&nbsp;Pantoea"
"Pantoea sp. X85"	"S"	3037258	329	NA	NA	NA	276	300	329	NA	0.003751	NA	NA	NA	0.003139	0.003412	0.003751	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>unclassified&nbsp;Pantoea"
"Pantoea sp. Nvir"	"S"	2576760	268	NA	NA	NA	217	207	268	NA	0.003055	NA	NA	NA	0.002468	0.002354	0.003055	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>unclassified&nbsp;Pantoea"
"Pantoea sp. OXWO6B1"	"S"	1835724	42	NA	NA	NA	42	36	42	NA	0.0004788	NA	NA	NA	0.0004777	0.0004094	0.0004788	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>unclassified&nbsp;Pantoea"
"Pantoea stewartii"	"S"	66269	183	NA	NA	NA	164	NA	183	NA	0.002086	NA	NA	NA	0.001865	NA	0.002086	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
